TR1_x,MOS1_x,D1_x,L1_x,C1_x,PWM1_x,OPTO1_x,ATX_CONN_x,TR1_y,MOS1_y,D1_y,L1_y,C1_y,PWM1_y,OPTO1_y,ATX_CONN_y,cost
9,1,8,8,9,4,8,8,8,9,7,0,2,5,8,5,38.96531997361662
2,8,5,7,7,4,2,5,5,6,9,8,4,2,7,8,32.79389153698086
5,8,9,5,9,2,2,9,4,5,6,5,4,8,4,1,27.43603077302261
1,5,2,0,2,5,9,1,6,0,0,0,4,3,3,3,24.861384090800865
2,5,1,0,5,0,3,8,1,5,3,5,7,8,6,2,30.64719358855099
1,4,8,9,6,9,2,3,4,4,8,6,9,7,7,6,30.87014270126389
7,4,2,2,8,5,3,8,7,6,0,5,2,4,1,3,26.107514120735033
2,1,3,9,0,9,0,0,8,2,1,2,4,1,6,1,40.150326532702785
8,6,3,7,0,2,6,1,3,4,8,5,8,7,8,7,33.5502254017388
5,7,4,8,9,5,9,8,7,5,5,4,0,2,1,7,29.459603143332473
6,3,8,1,7,9,2,5,8,1,2,7,3,9,0,2,46.26802819917239
9,9,1,5,1,3,8,5,9,3,6,9,4,8,2,5,41.556674011298114
3,8,5,4,7,7,2,4,9,3,8,4,7,3,6,3,33.36759510069705
0,5,4,7,1,9,0,9,9,4,9,9,2,7,2,2,43.617899537076305
2,5,9,8,1,7,2,8,0,3,7,7,3,5,9,8,35.23417095320161
2,1,5,0,0,4,7,7,0,2,6,8,0,8,9,8,48.43224901192887
8,9,5,5,5,3,0,0,8,7,3,8,2,8,3,4,48.79850558879169
4,9,5,5,3,1,2,5,3,9,1,2,9,0,9,0,55.40280407908591
1,3,4,3,9,0,6,1,4,7,8,0,3,9,7,3,33.37752325751812
9,1,1,1,2,7,0,9,7,9,2,3,1,6,1,1,43.07307229489343
1,6,1,2,1,0,2,8,1,6,2,0,9,7,5,7,38.823926288698175
9,0,6,5,8,2,4,1,3,4,6,3,0,7,8,2,36.597214483951106
4,1,4,8,8,5,9,9,2,1,0,6,2,0,5,4,31.125982201522614
0,3,5,1,3,9,2,1,9,5,6,0,9,5,9,3,39.25672136640496
2,3,5,5,4,3,4,2,4,6,8,6,2,0,1,0,28.609719612619436
2,0,1,9,7,8,4,2,7,6,5,2,3,7,0,9,44.864602824109085
9,6,6,4,1,5,2,3,0,6,3,8,5,4,0,4,28.883667202822938
0,0,0,5,7,7,6,9,3,1,9,6,9,5,4,1,47.0033295559626
5,9,5,3,2,7,0,0,7,5,4,4,4,6,1,8,29.78160147662407
0,8,0,0,8,1,6,2,1,1,3,6,3,7,4,6,46.93486749681503
8,8,5,1,9,1,0,1,0,1,7,2,0,5,7,3,57.937769575588945
8,6,1,0,3,1,4,8,0,7,3,7,5,0,5,4,39.985026700222846
7,3,2,3,0,5,8,7,4,6,1,0,9,8,5,6,32.48508865344192
6,4,0,1,0,9,2,4,9,7,3,8,5,6,7,6,31.841266177360776
6,2,5,1,0,4,1,0,6,1,9,8,0,6,4,1,34.16019161488101
1,7,7,1,0,4,3,8,0,9,7,4,0,9,8,1,35.370840402530604
9,9,5,1,2,4,9,0,4,0,3,5,0,9,8,9,45.07083280678829
4,7,9,7,1,7,6,4,9,6,8,3,3,9,6,1,24.398345295154932
6,1,3,4,7,9,2,3,6,2,7,0,7,4,5,8,42.118703038498595
9,4,9,9,0,4,0,8,9,9,1,7,1,2,3,7,50.255143513741736
8,1,2,4,8,3,9,8,2,1,0,1,1,5,9,9,37.47669578727834
8,1,8,9,8,1,6,4,9,1,8,4,0,8,4,8,51.21470807575861
1,5,8,9,8,8,0,4,7,8,3,7,5,2,0,8,38.85315728380491
0,7,6,1,9,1,2,7,6,5,9,4,6,1,8,9,41.68132625438375
4,9,8,2,6,4,9,3,2,6,8,7,9,0,5,1,39.20752104138235
4,9,1,7,7,8,3,6,1,6,5,8,4,8,5,5,34.32870768610701
1,9,2,0,6,6,3,0,7,6,4,9,4,8,4,4,41.17701904399883
7,4,1,0,8,1,5,3,8,2,7,2,5,6,9,6,39.732033511589734
4,8,0,9,6,8,9,4,8,2,8,3,8,3,0,6,35.94674488450416
8,9,1,0,1,4,3,9,7,9,6,9,1,1,1,3,49.41389470580614
5,7,0,0,5,8,6,0,9,6,5,4,8,1,5,2,32.58627760418745
5,4,2,1,1,5,3,4,4,7,4,9,6,0,4,0,32.56839161784527
9,7,1,2,9,0,8,6,6,7,8,4,8,8,0,7,45.26412292425857
8,1,1,4,8,3,9,6,2,4,7,6,1,5,2,6,33.72341001975664
4,6,8,3,8,4,5,9,8,9,9,9,7,1,5,4,35.15230222702236
5,1,9,0,5,5,1,1,0,1,2,7,3,1,7,6,42.071201391071824
0,9,8,3,5,1,9,5,3,8,6,6,3,8,4,5,38.5954640932182
9,6,0,0,9,2,8,4,0,7,0,9,4,4,9,2,47.732528488767166
0,6,4,9,6,5,4,5,4,6,8,6,7,6,2,7,22.811708631806848
7,8,9,4,8,0,5,6,5,0,7,5,9,6,4,6,41.68181293637019
6,4,1,5,9,3,0,1,5,0,6,9,5,0,6,2,37.68820389300394
2,2,6,7,5,1,0,1,4,7,7,4,9,6,1,2,29.345765406565224
4,1,8,8,0,0,7,8,1,5,4,8,8,1,9,6,44.23276941331302
7,8,3,2,9,4,2,4,7,2,1,9,5,7,6,2,40.08558419454504
2,2,3,4,7,3,5,6,1,0,8,3,5,6,9,8,48.82182737455889
0,8,2,4,2,2,8,4,7,5,5,8,4,1,3,5,35.883300011955406
4,0,4,5,7,1,2,4,0,6,4,4,5,1,7,8,29.562311155816708
9,9,7,6,3,2,2,3,7,1,7,3,4,7,0,8,41.410272686785824
8,2,7,0,0,9,3,4,6,1,5,8,1,6,0,5,46.57386206736501
3,6,3,8,2,9,5,4,0,9,5,8,4,3,3,0,41.728783964023116
0,8,6,7,4,1,5,4,1,1,7,8,8,6,2,4,37.13588106143209
4,4,8,8,1,9,3,8,5,4,3,5,7,9,7,1,49.59254172212614
0,3,1,8,8,4,6,9,5,9,2,7,8,8,9,9,26.138487524385283
6,8,2,0,5,9,4,2,9,8,9,4,7,2,7,4,40.31388823908343
6,0,9,6,2,8,9,2,3,1,8,4,4,3,7,8,46.997929306578065
9,2,8,0,2,8,0,8,1,1,7,6,9,8,9,3,53.87790510814961
1,2,0,8,7,0,8,8,0,0,1,6,6,0,9,7,45.21657494650796
0,1,3,4,3,4,3,9,8,4,5,0,8,5,1,8,29.31375598355376
0,4,8,3,9,1,0,0,7,6,2,5,5,0,3,5,39.708160472103394
4,9,5,0,6,6,1,5,5,6,0,6,6,4,1,4,37.86310631892833
1,3,0,8,1,9,4,8,1,4,7,5,6,9,9,9,41.52817929461183
0,8,6,4,2,8,9,6,5,3,6,8,6,9,9,9,32.07837530704829
8,8,8,8,1,8,9,5,3,6,8,9,7,7,1,0,26.01965817230323
5,5,1,7,0,0,2,8,9,7,9,6,9,1,6,9,46.2858672261142
8,4,8,9,2,7,5,5,2,1,0,5,1,5,8,1,32.123082316202904
7,7,1,6,2,1,8,4,7,4,2,9,1,8,2,1,39.127196456688914
9,6,2,7,8,1,0,5,9,4,9,5,9,7,4,4,38.05981686581079
2,8,4,5,8,0,5,0,1,5,5,6,2,9,7,0,39.75475707433331
1,3,6,0,2,8,8,5,6,5,4,7,4,2,9,4,37.11258460867533
0,1,8,4,3,2,1,8,0,7,8,7,1,6,6,5,29.882181901654754
0,1,5,0,1,5,9,1,7,0,8,1,9,0,2,5,43.80655072888891
2,1,5,9,3,0,1,9,6,0,3,2,0,7,6,5,38.42900523476712
0,7,1,9,8,4,2,8,0,4,8,4,5,3,9,7,37.600447211969474
6,8,3,5,9,4,1,1,9,9,6,2,4,7,6,9,42.82833114003707
8,7,4,1,1,4,0,5,2,3,8,3,0,5,2,8,46.47547802673434
9,1,4,5,4,3,2,8,6,7,3,7,8,5,6,0,31.244711120758836
6,8,0,7,9,3,4,8,4,6,6,3,8,4,8,3,38.048254658019815
8,2,3,4,2,0,5,7,4,5,6,6,8,5,0,7,25.65852777385021
4,6,7,5,1,3,2,9,0,5,9,5,5,9,0,0,40.700604467964325
8,5,0,4,9,3,1,7,5,1,7,0,1,1,1,8,35.2896755206224
9,2,4,0,9,3,4,2,0,5,7,6,5,5,1,0,34.62871023932639
1,2,5,5,0,1,4,9,2,7,9,0,2,5,7,5,34.491153638953705
0,4,7,2,9,0,9,0,7,0,3,7,8,5,5,3,49.48495164432255
1,0,4,3,0,9,0,5,0,6,9,4,3,1,4,2,42.037675740387414
0,8,4,1,4,1,5,9,3,9,1,8,9,3,9,2,53.131579626218155
8,5,5,5,0,0,6,9,5,3,9,2,5,0,7,9,43.894571793972716
0,6,6,0,8,7,4,3,0,9,8,1,6,7,0,7,42.55434889332758
8,3,4,9,3,0,7,5,4,9,4,5,0,6,7,5,38.26379044726904
0,2,0,7,6,4,4,7,3,5,1,3,5,2,1,8,26.418859595573945
4,9,2,3,5,1,0,0,2,0,9,4,1,0,9,6,53.31550095210848
0,3,8,6,4,0,1,6,5,0,8,8,3,2,1,6,29.821318516650972
7,2,0,5,5,8,7,9,3,9,4,7,9,8,5,2,40.27721768815138
1,9,6,2,0,3,2,2,2,9,4,6,3,6,0,7,45.46254910511401
5,8,1,7,0,2,1,8,5,2,4,7,9,0,5,0,48.29920715326926
1,2,5,1,9,0,9,6,9,1,8,8,7,5,1,3,44.3699233355685
8,5,8,9,9,1,8,0,5,8,1,5,7,6,8,0,39.821292612964555
5,7,9,1,6,2,9,4,3,8,3,8,9,8,7,5,37.63054848651597
4,1,0,2,3,4,0,1,0,8,0,8,9,8,4,4,39.32916343294065
4,4,2,1,6,9,3,2,7,3,8,1,5,9,0,0,43.48802929843955
2,3,4,2,7,2,3,2,0,0,2,7,5,1,5,8,38.85096433440002
1,5,6,6,0,5,3,7,6,0,4,3,0,9,7,7,42.53577000029763
5,9,9,1,2,1,1,4,6,1,8,0,9,6,7,6,48.608112239621285
9,2,8,1,4,8,1,6,0,9,3,0,3,4,9,6,47.70045302696253
9,3,6,0,0,6,5,0,1,1,7,8,5,8,6,6,34.009688152305195
3,2,9,6,5,4,4,4,6,1,8,5,0,9,4,0,37.50092102345705
7,6,4,9,5,7,1,2,6,3,9,6,0,3,4,4,31.27449125120979
3,2,8,4,1,8,8,9,6,5,5,2,8,0,7,9,52.949583006175835
1,3,9,4,3,5,2,5,9,4,6,3,8,3,4,0,32.667078586496835
5,3,3,3,1,8,5,5,8,4,0,1,5,7,4,7,27.14733064229681
6,4,5,4,3,3,5,7,9,7,7,5,5,6,9,4,17.106923938465016
6,9,6,4,1,5,5,8,6,8,3,2,2,4,0,0,34.96025568697999
9,9,8,5,6,2,5,6,5,4,1,2,9,5,9,6,44.2547896109341
4,2,3,7,5,1,2,0,7,1,0,4,9,4,6,4,30.387883274188393
8,2,1,5,3,7,6,7,9,6,4,4,0,9,3,3,33.635415932522065
1,0,1,8,1,5,8,5,0,8,7,5,1,8,4,2,38.32135686786249
3,4,6,7,4,0,7,2,5,2,8,4,7,1,3,0,34.127917983178016
8,5,3,7,2,6,5,1,6,2,7,7,9,6,6,4,29.42449347503573
0,5,7,1,5,8,2,1,0,2,8,0,5,0,7,4,41.31330165937434
2,7,1,0,4,9,3,8,5,3,6,9,3,1,6,1,34.56216542106223
0,1,6,5,2,0,2,7,3,3,9,5,8,9,9,3,48.8500948863627
5,5,5,7,9,8,9,0,2,9,3,3,3,9,2,4,38.04248725542238
5,3,3,8,0,0,8,6,7,5,6,5,7,8,2,9,35.24899749495411
8,3,0,0,1,5,3,1,2,6,1,7,2,8,8,7,30.57769843876997
6,8,6,3,7,2,0,9,4,4,7,5,4,8,1,4,39.02734733944447
4,5,9,5,0,2,5,5,2,8,2,6,6,9,3,0,39.62007410167837
6,7,1,8,4,7,1,0,3,3,1,0,6,4,3,7,44.968000242119544
5,8,1,5,0,3,2,0,3,4,8,2,1,6,6,8,37.499858166769165
4,3,7,5,5,4,1,1,6,9,5,4,5,9,2,5,26.007093399333638
1,4,1,5,6,0,6,3,6,1,9,5,4,9,9,9,45.31935075852876
5,8,5,0,0,0,2,2,7,7,2,7,2,4,6,0,35.69859426896618
1,2,2,1,9,6,6,8,9,1,4,3,3,9,7,9,38.736178951051016
7,0,8,3,2,7,9,2,6,9,7,1,6,7,2,7,45.006493637346544
7,9,8,7,6,9,3,9,5,8,9,8,5,4,1,1,27.759743944945043
6,4,0,9,1,0,1,1,5,3,8,5,2,2,9,5,39.31937004971751
0,7,4,9,4,0,0,6,5,6,4,7,7,0,2,8,37.37825657843609
7,4,8,4,7,7,1,3,6,4,6,9,9,4,6,6,28.76820671997769
5,0,5,0,3,5,7,0,6,4,0,6,5,3,3,9,36.37909171880749
6,9,9,7,1,9,2,6,4,6,2,7,1,5,9,3,32.95453290275271
5,0,9,0,5,1,8,7,3,5,7,2,5,2,2,6,41.81389274153201
3,4,1,9,8,5,6,4,6,3,5,4,9,9,5,6,32.649690140205536
6,4,4,3,4,4,1,9,3,5,4,4,1,9,6,9,26.61471601590046
9,4,9,4,9,6,0,8,3,4,7,3,4,4,8,2,31.679932868025556
0,5,9,3,8,9,1,2,9,8,7,9,8,4,3,1,42.32450367522868
0,0,1,0,5,8,3,6,9,2,7,7,4,5,4,5,33.21415794256291
5,9,2,3,0,4,6,2,7,2,0,0,4,9,4,9,38.62413538457157
3,0,2,1,1,7,6,8,9,0,5,2,3,5,5,9,42.83030449906238
6,5,5,0,9,3,4,8,3,9,7,8,9,1,5,4,37.044181038619286
3,5,6,1,3,8,0,4,4,6,3,1,8,5,3,2,34.39126016246356
3,0,3,7,2,6,1,4,6,3,4,4,4,3,0,3,28.520019247280192
7,6,0,8,2,4,9,2,9,8,0,5,9,6,0,1,56.60661623946745
7,4,7,3,4,5,8,0,7,1,4,0,3,0,5,2,30.353407625849265
2,9,6,5,7,8,9,0,8,4,6,2,5,2,3,2,28.658073334513485
0,5,9,0,3,6,1,7,2,6,1,3,4,7,6,5,33.55249843076452
0,7,9,5,0,4,3,1,7,9,5,3,2,5,0,2,34.35809270566877
3,8,3,3,2,2,4,1,9,4,0,4,0,8,7,9,41.009700645608
0,4,5,7,4,7,5,9,1,0,0,6,8,7,4,9,31.221222028443922
2,0,5,3,1,2,9,9,4,6,8,8,2,5,0,5,38.01872874506032
6,8,4,7,3,9,2,1,6,4,8,3,7,1,1,0,37.28218930777215
1,7,0,5,6,0,7,9,8,8,3,8,9,1,4,2,48.19249450162419
5,9,9,5,9,1,1,7,1,9,4,2,5,7,2,6,42.03158964062179
4,3,2,5,1,2,9,0,3,8,0,4,6,6,6,8,33.01142798209271
4,4,0,8,7,9,5,0,4,7,4,8,8,9,0,2,42.47400090223017
0,9,8,1,5,7,4,2,5,6,5,9,3,7,9,6,33.47333546446434
6,2,5,3,2,7,5,2,3,9,6,4,7,7,2,5,32.098900765002305
9,0,1,5,1,0,2,4,2,6,6,8,2,5,9,1,27.68822143520623
1,6,0,9,5,9,2,6,5,3,2,5,9,4,0,6,37.486412122762445
1,4,8,8,1,3,3,0,5,9,0,5,3,1,8,0,41.074427841986854
4,8,2,1,5,8,5,2,9,3,1,2,4,1,8,6,31.738260285138907
8,8,6,0,9,8,4,8,6,7,4,1,1,5,8,0,39.46019135920717
6,4,0,9,7,8,3,8,4,2,0,8,7,7,5,5,34.94262560697284
6,4,4,9,4,1,2,1,6,6,1,6,2,9,6,3,35.12545721503819
2,4,0,2,4,3,4,8,0,1,4,9,8,1,7,9,31.6491565797853
1,7,6,9,9,9,1,8,1,9,9,9,4,8,2,3,32.52922180974857
1,0,3,6,0,0,8,3,8,0,6,6,2,5,5,8,44.744605567995244
6,1,5,5,4,8,8,5,3,0,0,2,3,3,0,8,32.676005916661325
2,9,9,0,7,8,2,6,6,2,9,0,6,6,7,3,47.38370096837517
8,8,6,3,8,1,6,1,3,9,3,7,5,8,7,3,40.04889892178576
6,4,0,8,9,1,8,5,8,1,1,2,2,8,3,2,40.07375307488563
7,1,7,0,7,5,2,8,9,8,5,6,7,9,0,8,39.82343266666972
1,3,9,7,7,1,8,5,4,1,2,9,6,7,1,9,37.66110049715974
6,8,8,5,2,2,6,6,9,3,4,7,0,6,5,8,36.10390126474262
9,9,2,7,4,8,9,5,5,1,5,3,9,9,2,5,39.07205395213759
3,4,0,4,9,4,2,6,9,6,7,2,9,7,9,6,26.29491574897364
9,1,9,6,0,9,4,4,4,7,9,7,8,7,7,8,41.61603728207315
5,9,6,1,3,8,1,7,9,4,4,8,9,4,6,3,34.09856384029455
4,8,3,9,8,6,0,4,7,5,6,8,1,4,4,5,35.543824102265766
0,2,5,1,2,2,0,6,9,8,2,0,6,7,6,4,30.303685124246677
8,0,8,4,4,8,3,8,9,0,2,8,5,1,0,8,47.6007108282432
9,3,5,4,8,9,7,1,8,0,7,8,3,9,4,8,50.35908063129799
5,3,2,5,0,9,5,0,6,0,7,0,0,9,3,5,47.1793287594917
6,1,4,3,8,6,9,8,4,8,9,7,4,7,0,7,35.50782191683064
0,8,2,0,1,6,1,3,1,7,6,0,3,5,0,4,39.243170574119866
4,4,9,0,7,5,8,5,4,2,9,6,4,6,6,2,42.70211302126981
4,2,5,9,6,2,1,0,0,1,5,9,7,5,9,5,38.218294293075544
4,0,7,7,4,4,5,3,7,4,4,6,8,5,9,9,28.893530575897927
6,2,3,3,0,1,4,5,5,1,8,5,7,2,5,3,30.68400826535366
1,9,0,2,1,7,2,4,2,0,3,1,7,7,6,8,44.0366170578822
8,9,8,5,5,2,4,5,3,5,5,8,2,9,2,1,34.70542125555862
8,7,9,0,0,4,1,7,5,5,1,5,8,9,4,7,50.853613852872584
4,7,5,5,4,8,1,1,4,3,3,2,7,4,7,5,23.472097671938
9,9,3,4,3,5,7,8,4,7,4,9,0,3,8,0,35.21459336332719
1,3,1,8,2,0,7,8,8,6,1,9,6,8,8,2,40.49681005473156
8,5,7,7,0,8,2,1,1,2,8,3,4,6,5,5,31.240098632291296
2,7,6,3,3,8,1,9,1,4,5,5,7,0,8,1,35.8459371816692
5,7,4,6,1,7,2,6,6,3,4,7,7,6,9,9,29.90525089507377
1,9,9,6,4,0,9,0,4,9,4,6,5,9,0,1,49.20285583362056
0,9,5,3,3,2,1,9,8,8,7,9,5,1,8,6,45.09775124795266
8,4,4,4,9,7,5,2,4,2,6,8,9,9,7,8,33.870951946176135
5,5,5,2,1,0,2,7,7,9,8,8,9,2,1,9,36.72154693307807
7,9,2,8,3,5,8,4,8,1,4,8,9,9,4,5,44.049539632792595
1,3,8,8,1,3,3,8,4,6,6,1,2,0,8,5,38.28368798847179
6,1,9,9,8,4,9,0,8,1,3,7,1,5,0,9,50.19072839969677
9,1,7,0,5,8,6,5,2,7,9,5,2,6,9,1,40.36408474979892
5,8,5,2,0,1,3,1,8,0,3,6,1,9,9,0,41.54703613385444
3,2,7,2,5,3,0,0,8,9,4,5,1,6,9,8,43.68338085130546
5,1,1,4,0,4,7,6,8,8,0,5,2,3,3,6,40.15915614616257
2,1,5,9,9,3,3,0,7,3,8,6,3,5,9,0,35.079617349452796
5,5,1,4,3,6,9,9,8,6,5,7,1,3,7,2,35.50028700900883
5,1,6,3,9,2,3,9,5,1,4,6,0,8,7,6,37.88485191192994
6,0,3,2,1,4,1,1,6,5,4,8,6,4,0,9,28.168697138607488
7,3,8,6,0,1,3,8,5,5,4,4,5,0,8,0,37.20892755522462
2,3,4,7,3,2,1,4,7,0,2,6,6,8,4,4,32.78736857575542
8,3,5,0,6,0,7,4,9,9,3,9,9,6,6,9,35.56392388560523
0,8,4,8,4,5,3,2,9,8,9,7,5,1,5,7,36.59556127260543
1,4,0,8,1,6,0,9,7,3,6,8,1,4,3,8,41.518077626237236
8,8,3,7,5,3,4,4,1,7,8,7,8,6,7,1,32.09537872467479
3,9,9,5,8,0,8,5,0,0,1,3,6,2,2,4,34.30967451827463
2,4,1,0,7,4,1,0,0,1,9,5,7,4,0,7,39.52186113505434
9,1,4,3,1,9,1,2,4,9,5,8,0,7,2,4,45.90925480534864
8,0,2,4,6,5,7,4,7,9,6,9,3,1,4,0,40.51009089422116
4,2,1,8,0,3,6,6,3,6,1,9,0,4,8,3,38.80425180713951
0,0,8,0,9,3,1,5,7,2,6,0,5,6,9,3,44.33074951543632
6,9,0,7,9,0,1,5,8,0,5,7,5,0,7,9,53.86262456554104
0,7,9,1,0,1,3,6,0,3,7,3,7,1,8,9,44.15685257136859
0,6,1,4,4,1,1,2,8,7,0,5,6,7,9,8,33.30937532224398
1,0,4,3,0,3,4,2,7,7,4,6,2,4,2,5,39.59269660871652
2,2,9,1,0,4,7,2,1,5,4,2,9,4,7,6,33.693350932514406
9,6,5,7,1,9,8,2,0,5,1,6,7,4,0,4,30.37785430590317
5,9,5,2,1,1,8,1,5,8,1,1,9,5,9,2,43.2382996780617
6,6,9,7,3,0,8,4,8,4,8,8,7,8,4,7,29.775866210921816
4,8,7,1,0,4,9,1,0,3,8,9,7,9,2,6,33.02095597442162
4,0,9,3,9,3,3,8,0,6,8,6,2,5,4,4,33.9899744749345
8,4,0,2,3,5,2,0,6,7,8,1,9,4,0,5,34.764227162579374
5,0,8,6,4,7,9,9,0,0,8,3,6,3,1,0,46.786923455572484
0,8,9,1,1,0,6,2,8,9,1,4,6,0,9,7,48.595503228249356
3,9,9,9,8,4,1,6,7,8,7,0,5,8,8,7,30.960699411840803
4,3,0,9,8,1,1,1,6,0,0,9,4,3,8,5,41.66006602934435
1,8,4,8,9,2,3,0,9,5,5,2,4,0,4,1,41.9850099747296
5,4,7,6,9,4,9,6,3,6,5,9,9,4,4,6,24.496779392230874
0,0,2,0,8,8,8,9,1,8,4,2,1,2,7,4,41.26563883809332
0,0,5,1,4,2,3,3,2,8,8,7,5,7,5,6,24.30958727012039
4,3,0,1,9,8,8,1,2,5,4,2,1,2,5,8,34.87182666303488
1,1,5,9,4,1,0,9,6,2,5,0,6,0,7,2,34.83990764179396
3,4,0,2,3,2,1,1,0,6,1,8,8,7,0,2,36.79248140029744
9,1,1,0,8,0,6,5,6,5,2,4,5,7,6,3,30.488419332275818
4,4,2,6,4,0,9,5,4,2,7,3,6,1,1,3,38.782839963525646
0,7,4,2,3,8,1,6,5,3,7,4,5,6,7,8,33.18544056902222
5,2,2,8,6,5,4,9,1,7,6,6,6,6,1,7,27.82926163658681
6,7,4,4,2,0,5,0,8,8,9,7,9,3,0,6,45.33422589558952
1,4,9,4,5,3,0,6,8,8,7,2,4,4,4,6,27.55181502977147
8,1,1,6,9,2,4,2,2,2,5,4,5,5,9,0,35.757371932221155
6,4,1,9,3,8,8,7,4,1,1,7,8,1,2,3,32.02392015341655
0,3,3,9,8,2,4,6,6,4,5,4,8,1,9,8,26.159806888733847
0,6,0,1,0,1,5,3,6,4,5,1,2,2,4,4,30.211153344840753
1,3,1,0,9,3,2,8,2,0,6,4,8,7,1,6,32.912749466042186
0,0,1,7,9,9,1,4,0,3,9,8,9,0,1,0,43.73205747118871
0,4,1,1,1,7,1,2,3,7,3,7,9,8,6,5,29.099248387648853
9,8,1,4,8,5,1,3,0,4,9,7,5,0,1,7,36.686742499116484
5,5,2,0,2,8,8,7,3,8,1,7,8,7,0,9,37.71360630386857
0,8,1,9,6,7,1,3,3,8,9,9,4,7,8,7,40.21815562452048
5,0,6,1,2,8,8,5,3,7,8,0,4,0,5,7,47.54116689932723
8,0,4,3,1,9,6,6,0,2,4,6,6,0,9,8,44.12832950485003
5,4,6,5,6,1,9,2,7,6,7,1,9,3,5,1,47.46679768278791
5,1,4,0,0,3,0,4,0,6,2,7,3,5,8,3,30.32837278135738
1,8,9,4,1,0,4,6,9,3,2,8,3,0,1,9,43.42994338903375
1,5,0,1,1,7,8,4,0,3,2,5,6,5,6,6,23.058488097355657
9,3,8,1,5,1,7,4,5,4,1,0,0,4,6,2,31.317106949371166
7,9,1,7,8,5,2,1,8,6,5,3,5,1,8,7,43.035283051865974
7,1,3,5,7,1,5,2,5,2,9,9,8,5,4,6,31.260968128596396
0,3,0,4,6,4,7,2,9,6,2,4,5,6,7,0,26.228965414790153
5,0,3,8,1,6,7,3,1,7,0,7,5,4,8,7,43.95502440884201
0,1,5,3,0,7,1,8,3,7,4,8,2,4,4,5,38.648764820183786
2,2,4,8,2,2,8,0,9,5,6,6,7,8,4,7,26.77487854647741
6,4,0,6,2,1,5,8,6,2,7,3,7,3,3,6,32.99859321784513
7,2,9,3,6,7,0,0,6,5,2,8,8,9,6,4,42.570551315299554
8,6,0,5,4,5,8,2,8,9,5,3,0,0,9,7,47.129679716620174
3,5,7,4,5,5,7,9,9,9,6,0,3,6,8,7,32.73164727486226
7,5,2,1,0,8,7,2,5,4,6,9,3,4,3,0,26.755847572874217
2,1,1,5,6,1,2,4,7,1,7,7,9,6,0,2,34.78736831696124
9,5,4,8,3,5,1,9,8,1,4,6,0,2,6,0,33.70904152752429
3,0,6,8,1,2,4,1,9,2,9,0,4,6,7,0,43.015767275849434
6,0,7,0,1,3,0,0,8,1,7,3,6,7,5,0,45.52652708543106
4,2,4,6,3,9,7,3,9,6,4,9,1,4,6,8,35.730142973035505
0,3,0,5,0,5,9,5,8,9,6,4,2,9,8,1,28.440483566266597
9,2,2,1,9,6,5,4,3,7,8,2,1,3,0,9,40.96486110377007
2,6,6,2,2,4,3,7,6,7,5,7,8,5,9,4,25.047555879956356
9,5,8,6,0,7,2,8,9,0,8,4,6,5,0,0,48.34479320814891
1,2,0,2,5,3,0,4,9,9,2,1,4,9,4,8,40.02615545113006
9,9,5,2,5,0,5,5,0,3,3,0,1,2,5,0,30.606661444935973
1,3,4,0,6,8,8,3,9,5,5,3,9,8,4,9,29.14903938808856
4,9,2,8,5,8,1,4,3,6,0,0,9,3,2,4,43.80397616249092
1,9,7,9,5,9,2,3,2,0,5,6,9,9,0,7,43.72988554080982
6,1,7,9,4,1,9,1,3,7,4,5,2,0,4,9,45.218824189408544
3,5,1,6,1,1,5,6,7,9,9,7,3,7,3,4,33.66745557533611
7,2,6,2,9,1,3,0,5,8,4,0,6,7,0,9,41.740382599406374
9,8,5,4,1,5,5,0,2,4,2,0,1,3,5,5,26.23270124997014
1,1,3,8,7,4,9,5,4,9,0,7,9,7,2,4,43.259099953314795
1,8,4,8,9,0,8,6,8,3,5,1,2,4,7,7,42.193515217348484
6,9,8,5,5,0,5,8,9,9,6,1,9,2,7,4,41.97312521338515
6,0,5,8,8,5,4,9,4,8,8,3,2,6,6,2,28.221343408365367
5,3,5,9,2,2,0,8,4,5,1,6,8,5,1,2,37.09241818082578
5,2,8,3,4,0,3,1,6,4,6,9,2,1,4,4,29.632463304614
9,2,0,9,2,4,0,5,9,9,0,6,6,5,9,6,41.89922863905063
1,4,0,9,0,9,3,3,7,0,3,1,1,3,5,8,46.59092448376789
9,4,1,9,0,0,2,5,2,7,1,3,6,8,7,6,37.83263157059672
4,1,0,6,3,5,0,5,6,6,7,4,8,0,9,3,35.423572271412596
3,7,1,3,1,9,4,6,4,6,3,6,0,4,1,4,34.604532818465685
1,5,4,3,2,7,8,0,6,4,1,7,7,6,5,6,21.518120256363947
3,9,2,0,7,5,8,1,4,4,9,4,5,1,8,7,42.57545088849506
9,9,2,2,8,7,4,1,9,3,4,0,3,4,4,7,35.530120807569126
4,6,3,6,4,9,2,4,5,5,8,9,7,0,5,8,34.20544633837128
5,6,9,4,8,4,0,9,3,8,0,7,6,1,0,5,41.622955652795326
3,5,7,2,6,3,9,0,8,5,4,1,4,5,9,0,31.05936765511301
9,7,1,4,4,8,6,1,3,8,4,7,3,4,6,8,32.09059832716661
7,6,6,2,3,8,5,1,5,4,7,6,6,1,4,8,30.989612125118178
5,9,0,2,9,0,4,0,8,9,0,7,1,8,5,7,56.30987836166295
8,0,3,6,0,0,3,4,6,4,5,6,5,3,7,6,28.348382342576745
